ID,X,Y
reactions_977,[CH2:1]([C:3]1[CH:4]=[C:5]2[C:11](=[O:12])[N:10]3[C:13](=[O:20])[C:14]([CH:17]([CH3:19])[CH3:18])([CH3:16])[N:15]=[C:9]3[C:6]2=[N:7][CH:8]=1)[CH3:2].Cl.[NH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][C:28]([O:30][CH3:31])=[O:29].C(N(CC)CC)C	CN(C)C=O	[CH2:1]([C:3]1[CH:8]=[N:7][C:6]([C:9]2[NH:10][C:13](=[O:20])[C:14]([CH:17]([CH3:18])[CH3:19])([CH3:16])[N:15]=2)=[C:5]([CH:4]=1)[C:11]([NH:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][C:28]([O:30][CH3:31])=[O:29])=[O:12])[CH3:2],69%
reactions_978,[H-].[Na+].[CH2:3]([C:5]1[CH:6]=[CH:7][C:8]([C:11]2[NH:12][C:13](=[O:20])[C:14]([CH:17]([CH3:19])[CH3:18])([CH3:16])[N:15]=2)=[N:9][CH:10]=1)[CH3:4].Br[CH2:22]/[CH:23]=[CH:24]/[C:25]([O:27][CH2:28][CH3:29])=[O:26]	O1CCCC1	[CH2:3]([C:5]1[CH:6]=[CH:7][C:8]([C:11]2[N:12]([CH2:22]/[CH:23]=[CH:24]/[C:25]([O:27][CH2:28][CH3:29])=[O:26])[C:13](=[O:20])[C:14]([CH:17]([CH3:19])[CH3:18])([CH3:16])[N:15]=2)=[N:9][CH:10]=1)[CH3:4],25%
reactions_979,[CH:1]1([C:8]#[N:9])[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=[CH:2]1.[OH-].[Na+].[CH3:12][NH2:13]	CO	[CH3:12][N:13]1[CH:5]2[CH2:4][CH2:3][CH:2]1[C:1]([C:8]#[N:9])=[CH:7][CH2:6]2,70%
reactions_980,[Br:1][C:2]1[CH:7]=[CH:6][C:5]([OH:8])=[CH:4][CH:3]=1.CC(C)([O-])C.[K+].Cl[C:16]1[CH:17]=[N:18][CH:19]=[C:20](Cl)[C:21]=1[CH:22]=O.[C:25]([O:29][CH3:30])(=[O:28])[CH2:26][SH:27]	O1CCCC1.C(OCC)(=O)C	[Br:1][C:2]1[CH:7]=[CH:6][C:5]([O:8][C:20]2[CH:19]=[N:18][CH:17]=[C:16]3[S:27][C:26]([C:25]([O:29][CH3:30])=[O:28])=[CH:22][C:21]=23)=[CH:4][CH:3]=1,44%
reactions_981,[Li]CCCC.[Cl:6][C:7]1[CH:8]=[C:9]([O:13][CH2:14][C:15]2[CH:20]=[CH:19][CH:18]=[CH:17][CH:16]=2)[CH:10]=[N:11][CH:12]=1.[CH:21](OC)=[O:22].C([O-])(O)=O.[Na+]	C1COCC1.CC(C)=O.CCCCCC	[Cl:6][C:7]1[C:8]([CH:21]=[O:22])=[C:9]([O:13][CH2:14][C:15]2[CH:16]=[CH:17][CH:18]=[CH:19][CH:20]=2)[CH:10]=[N:11][CH:12]=1,75%
reactions_982,[BH4-].[Na+].[Cl-].[Cl-].[Ca+2].C([O:8][C:9]([C:11]1[CH:16]=[N:15][CH:14]=[C:13]2[S:17][C:18]([C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[CH:19][C:12]=12)=O)C	CO.C1COCC1	[OH:8][CH2:9][C:11]1[CH:16]=[N:15][CH:14]=[C:13]2[S:17][C:18]([C:20]([O:22][C:23]([CH3:26])([CH3:25])[CH3:24])=[O:21])=[CH:19][C:12]=12,32%
reactions_983,[C:1](Cl)(=O)C(Cl)=O.CS(C)=O.[Cl:11][C:12]1[CH:17]=[CH:16][C:15]([CH:18]([OH:32])[C:19]2[CH:24]=[N:23][CH:22]=[C:21]3[S:25][C:26]([C:28]([O:30][CH3:31])=[O:29])=[CH:27][C:20]=23)=[CH:14][CH:13]=1.C(N(CC)CC)C	ClCCl.CS(C)=O.ClCCl	[Cl:11][C:12]1[CH:17]=[CH:16][C:15]([C:18]([C:19]2[C:20]3[C:21]([S:25][CH:26]([C:28]([O:30][CH3:31])=[O:29])[CH:27]=3)=[CH:22][N:23]([CH3:1])[CH:24]=2)=[O:32])=[CH:14][CH:13]=1,100%
reactions_984,[Cl:1][C:2]1[CH:18]=[CH:17][C:5]([O:6][C:7]2[CH:12]=[N:11][CH:10]=[C:9]3[S:13][C:14]([NH2:16])=[CH:15][C:8]=23)=[CH:4][CH:3]=1.[CH3:19][N:20]=[C:21]=[S:22]	N1C=CC=CC=1	[Cl:1][C:2]1[CH:18]=[CH:17][C:5]([O:6][C:7]2[CH:12]=[N:11][CH:10]=[C:9]3[S:13][C:14]([NH:16][C:21]([NH:20][CH3:19])=[S:22])=[CH:15][C:8]=23)=[CH:4][CH:3]=1,58.1%
reactions_985,[NH2:1][CH2:2][CH2:3][NH:4][C:5]([C:7]1[S:23][C:10]2=[CH:11][N:12]=[CH:13][C:14]([O:15][C:16]3[CH:21]=[CH:20][C:19]([Cl:22])=[CH:18][CH:17]=3)=[C:9]2[CH:8]=1)=O.[O-2].[Ca+2]	C1(OC2C=CC=CC=2)C=CC=CC=1	[Cl:22][C:19]1[CH:20]=[CH:21][C:16]([O:15][C:14]2[CH:13]=[N:12][CH:11]=[C:10]3[S:23][C:7]([C:5]4[NH:4][CH2:3][CH2:2][N:1]=4)=[CH:8][C:9]=23)=[CH:17][CH:18]=1,16%
reactions_986,[NH2:1][C:2]1[C:10]2[C:5](=[CH:6][N:7]=[CH:8][C:9]=2[O:11][C:12]2[CH:17]=[CH:16][C:15]([Cl:18])=[CH:14][CH:13]=2)[S:4][C:3]=1[C:19]([NH2:21])=[O:20].C(N(CC)CC)C.O.[O:30]1CCC[CH2:31]1		[Cl:18][C:15]1[CH:14]=[CH:13][C:12]([O:11][C:9]2[C:10]3[C:2]4[NH:1][C:31](=[O:30])[NH:21][C:19](=[O:20])[C:3]=4[S:4][C:5]=3[CH:6]=[N:7][CH:8]=2)=[CH:17][CH:16]=1,51%
reactions_987,[OH2:1].ON1[C:7]2[CH:8]=[CH:9][CH:10]=[CH:11][C:6]=2N=N1.[NH4+:12].[Cl-:13].[CH3:14][N:15]1[CH2:20][CH2:19][O:18][CH2:17][CH2:16]1.Cl.CN(C)CCCN=C=N[CH2:30][CH3:31].[C:33]([O-:36])(O)=O.[Na+]	CN(C=O)C	[Cl:13][C:6]1[CH:11]=[CH:10][C:9]([O:36][C:33]2[CH:14]=[N:15][CH:20]=[C:19]3[O:18][C:17]([C:16]([NH2:12])=[O:1])=[CH:30][C:31]=23)=[CH:8][CH:7]=1,21%
reactions_988,C([N-]C(C)C)(C)C.[Li+].[Cl:9][C:10]1[C:15]([Cl:16])=[CH:14][C:13]([Cl:17])=[CH:12][N:11]=1.[CH:18](OC)=[O:19].C([O-])(O)=O.[Na+]	C1COCC1	[Cl:9][C:10]1[C:15]([Cl:16])=[C:14]([CH:18]=[O:19])[C:13]([Cl:17])=[CH:12][N:11]=1,74%
reactions_989,[CH2:1]1[C:9]2[C:4](=[CH:5][CH:6]=[CH:7][CH:8]=2)[CH2:3][CH:2]1[CH2:10][CH2:11]O.N1C=CN=C1.C1(P(C2C=CC=CC=2)C2C=CC=CC=2)C=CC=CC=1.[I-:37]	C1(C)C=CC=CC=1	[I:37][CH2:11][CH2:10][CH:2]1[CH2:3][C:4]2[C:9](=[CH:8][CH:7]=[CH:6][CH:5]=2)[CH2:1]1,87%
reactions_990,[N:1]1([C:7]2[CH:15]=[CH:14][CH:13]=[C:12]3[C:8]=2[CH:9]=[CH:10][NH:11]3)[CH2:6][CH2:5][NH:4][CH2:3][CH2:2]1.I[CH2:17][CH2:18][CH:19]1[CH2:27][C:26]2[C:21](=[CH:22][CH:23]=[CH:24][CH:25]=2)[CH2:20]1.C([O-])([O-])=O.[K+].[K+].C(C(C)=O)C(C)C	CN1CCCC1=O	[CH2:20]1[C:21]2[C:26](=[CH:25][CH:24]=[CH:23][CH:22]=2)[CH2:27][CH:19]1[CH2:18][CH2:17][N:4]1[CH2:3][CH2:2][N:1]([C:7]2[CH:15]=[CH:14][CH:13]=[C:12]3[C:8]=2[CH:9]=[CH:10][NH:11]3)[CH2:6][CH2:5]1,47%
reactions_991,[Cl:1][C:2]1[CH:3]=[C:4]2[C:8](=[CH:9][CH:10]=1)[N:7]([C:11]1[CH:16]=[CH:15][N:14]=[CH:13][CH:12]=1)[CH:6]=[CH:5]2.I[CH2:18][CH2:19][CH:20]1[CH2:28][C:27]2[C:22](=[CH:23][CH:24]=[CH:25][CH:26]=2)[CH2:21]1	C(C(C)=O)C(C)C	[Cl:1][C:2]1[CH:3]=[C:4]2[C:8](=[CH:9][CH:10]=1)[N:7]([C:11]1[CH2:16][CH2:15][N:14]([CH2:18][CH2:19][CH:20]3[CH2:21][C:22]4[C:27](=[CH:26][CH:25]=[CH:24][CH:23]=4)[CH2:28]3)[CH2:13][CH:12]=1)[CH:6]=[CH:5]2,27%
reactions_992,[C:1]([NH:8][C@H:9]([C:14]([OH:16])=O)[CH2:10][CH2:11][CH2:12][CH3:13])([O:3][C:4]([CH3:7])([CH3:6])[CH3:5])=[O:2].O.O[N:19]1C2C=CC=CC=2N=N1.C(Cl)CCl	ClCCl	[C:1]([NH:8][C@H:9]([C:14]([NH2:19])=[O:16])[CH2:10][CH2:11][CH2:12][CH3:13])([O:3][C:4]([CH3:7])([CH3:6])[CH3:5])=[O:2],78%
reactions_993,[CH:1]1[CH:6]=[CH:5][C:4]([CH2:7][NH:8][CH:9]([C:22]([OH:24])=[O:23])[CH:10]([NH:14][CH2:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)[C:11]([OH:13])=[O:12])=[CH:3][CH:2]=1.[OH-].[K+].Cl[C:28](OC1C=CC=CC=1)=[O:29].Cl	O1CCCC1.O	[O:29]=[C:28]1[N:14]([CH2:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)[C@@H:10]([C:11]([OH:13])=[O:12])[C@@H:9]([C:22]([OH:24])=[O:23])[N:8]1[CH2:7][C:4]1[CH:5]=[CH:6][CH:1]=[CH:2][CH:3]=1,76%
reactions_994,[CH:1]1[CH:6]=[CH:5][C:4]([CH2:7][NH:8][CH:9]([C:22]([OH:24])=O)[CH:10]([NH:14][CH2:15][C:16]2[CH:21]=[CH:20][CH:19]=[CH:18][CH:17]=2)[C:11]([OH:13])=[O:12])=[CH:3][CH:2]=1.[OH-].[K+].Cl[C:28](OC1C=CC=CC=1)=[O:29].Cl	O1CCCC1.O	[O:29]=[C:28]1[N:8]([CH2:7][C:4]2[CH:5]=[CH:6][CH:1]=[CH:2][CH:3]=2)[C@@H:9]2[C:22]([O:13][C:11](=[O:12])[C@@H:10]2[N:14]1[CH2:15][C:16]1[CH:17]=[CH:18][CH:19]=[CH:20][CH:21]=1)=[O:24],78%
reactions_995,Cl[CH2:2][C:3]([C:5]1[CH:10]=[CH:9][CH:8]=[CH:7][CH:6]=1)=[O:4].[CH2:11]([O:16][C:17]1[CH:22]=[CH:21][C:20]([C:23]2[CH:28]=[CH:27][C:26](B(O)O)=[CH:25][CH:24]=2)=[CH:19][CH:18]=1)[CH2:12][CH2:13][CH2:14][CH3:15].C(=O)([O-])[O-].[Na+].[Na+].[Cl-].C1C=C(S([O-])(=O)=O)C=C(P(C2C=CC=C(S([O-])(=O)=O)C=2)C2C=CC=C(S([O-])(=O)=O)C=2)C=1.[Na+].[Na+].[Na+]	[Pd].O.C(O)CO	[CH2:11]([O:16][C:17]1[CH:18]=[CH:19][C:20]([C:23]2[CH:28]=[CH:27][C:26]([CH2:2][C:3]([C:5]3[CH:10]=[CH:9][CH:8]=[CH:7][CH:6]=3)=[O:4])=[CH:25][CH:24]=2)=[CH:21][CH:22]=1)[CH2:12][CH2:13][CH2:14][CH3:15],89%
reactions_996,Cl[C:2]1[CH:9]=[CH:8][C:5]([CH:6]=[O:7])=[CH:4][C:3]=1[N+:10]([O-:12])=[O:11].[C:13](=[O:16])([O-])[O-:14].[Na+].[Na+].[Cl-].[CH:20]1[CH:25]=[C:24](S([O-])(=O)=O)[CH:23]=[C:22](P([C:20]2[CH:25]=[CH:24][CH:23]=[C:22](S([O-])(=O)=O)[CH:21]=2)[C:20]2[CH:25]=[CH:24][CH:23]=[C:22](S([O-])(=O)=O)[CH:21]=2)[CH:21]=1.[Na+].[Na+].[Na+].Cl	[Pd].O.C(O)CO	[CH:6]([C:5]1[CH:4]=[C:3]([N+:10]([O-:12])=[O:11])[C:2]([C:20]2[CH:25]=[CH:24][C:23]([C:13]([OH:14])=[O:16])=[CH:22][CH:21]=2)=[CH:9][CH:8]=1)=[O:7],84%
reactions_997,Br[C:2]1[CH:9]=[C:6]([CH:7]=[O:8])[C:5]([O:10][CH3:11])=[CH:4][CH:3]=1.P([O-])([O-])([O-])=O.[K+].[K+].[K+].[CH2:20]([CH2:23]OC)OC	C1C=CC(P(C2C=CC=CC=2)C2C=CC=CC=2)=CC=1.C1C=CC(P(C2C=CC=CC=2)C2C=CC=CC=2)=CC=1.Cl[Pd]Cl.O	[CH3:11][O:10][C:5]1[CH:4]=[CH:3][C:2]([C:6]2[CH:9]=[CH:2][CH:3]=[CH:4][C:20]=2[CH3:23])=[CH:9][C:6]=1[CH:7]=[O:8],82%
reactions_998,[CH3:1][O:2][C:3]1[CH:8]=[CH:7][C:6]([C:9]2[CH:14]=[CH:13][CH:12]=[CH:11][C:10]=2[CH3:15])=[CH:5][C:4]=1[CH:16]=O.O.NN.[OH-].[K+]	C(O)COCCOCCO	[CH3:15][C:10]1[CH:11]=[CH:12][CH:13]=[CH:14][C:9]=1[C:6]1[CH:7]=[CH:8][C:3]([O:2][CH3:1])=[C:4]([CH3:16])[CH:5]=1,75%
reactions_999,[CH3:1][C:2]1[CH:7]=[CH:6][C:5]([C:8]2[C:9]([C:14]#N)=[CH:10][CH:11]=[CH:12][CH:13]=2)=[CH:4][CH:3]=1.[H][H]	[Pd].C(O)CCC	[CH3:14][C:9]1[CH:10]=[CH:11][CH:12]=[CH:13][C:8]=1[C:5]1[CH:4]=[CH:3][C:2]([CH3:1])=[CH:7][CH:6]=1,82%
reactions_1000,[F:1][C:2]([F:18])([F:17])[C:3]1[CH:8]=[CH:7][C:6]([C:9]2[CH:16]=[CH:15][CH:14]=[CH:13][C:10]=2[CH:11]=[O:12])=[CH:5][CH:4]=1.C([OH:23])(C)(C)C.S(=O)(=O)(O)N.Cl([O-])=O.[Na+]	O.C1(C)C=CC=CC=1	[F:1][C:2]([F:17])([F:18])[C:3]1[CH:4]=[CH:5][C:6]([C:9]2[CH:16]=[CH:15][CH:14]=[CH:13][C:10]=2[C:11]([OH:23])=[O:12])=[CH:7][CH:8]=1,94.0%
reactions_1001,[F:1][C:2]([F:18])([F:17])[C:3]1[CH:8]=[CH:7][C:6]([C:9]2[CH:16]=[CH:15][CH:14]=[CH:13][C:10]=2[CH:11]=[O:12])=[CH:5][CH:4]=1.Cl[O-].[Na+].S(=O)(=O)(O)[OH:23]	ClC1C=CC=CC=1.[Br-].C([N+](CCCC)(CCCC)CCCC)CCC.O.O.O.[Ru](Cl)(Cl)Cl	[F:1][C:2]([F:17])([F:18])[C:3]1[CH:4]=[CH:5][C:6]([C:9]2[CH:16]=[CH:15][CH:14]=[CH:13][C:10]=2[C:11]([OH:23])=[O:12])=[CH:7][CH:8]=1,70.8%
reactions_1002,[F:1][C:2]([F:17])([F:16])[C:3]1[CH:8]=[CH:7][C:6]([C:9]2[CH:14]=[CH:13][CH:12]=[CH:11][C:10]=2[CH3:15])=[CH:5][CH:4]=1.[Br:18]Br	CC(N=NC(C#N)(C)C)(C#N)C.ClC1C=CC=CC=1	[F:1][C:2]([F:16])([F:17])[C:3]1[CH:4]=[CH:5][C:6]([C:9]2[CH:14]=[CH:13][CH:12]=[CH:11][C:10]=2[CH2:15][Br:18])=[CH:7][CH:8]=1,30%
reactions_1003,[CH3:1][C:2]1[CH:7]=[CH:6][C:5]([C:8]([CH:10]([CH2:14][CH2:15][C:16](=[O:18])[CH3:17])[C:11]([O-:13])=[O:12])=O)=[CH:4][CH:3]=1.[C:19](O)(=O)[CH3:20].N1CCCCC1.CCOC(C)=O	C1(C)C=CC=CC=1	[CH3:1][C:2]1[CH:7]=[CH:6][C:5]([C:8]2[CH:10]([C:11]([O:13][CH2:19][CH3:20])=[O:12])[CH2:14][CH2:15][C:16](=[O:18])[CH:17]=2)=[CH:4][CH:3]=1,88.0%
reactions_1004,[C:1]1([C:7]([CH:9]([CH2:13][CH2:14][C:15](=[O:17])[CH3:16])[C:10]([O-:12])=[O:11])=O)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[C:18](O)(=O)[CH3:19].CCOC(C)=O	C1(C)C=CC=CC=1.N1CCCCC1	[O:17]=[C:15]1[CH2:14][CH2:13][CH:9]([C:10]([O:12][CH2:18][CH3:19])=[O:11])[C:7]([C:1]2[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=2)=[CH:16]1,94.7%
reactions_1005,[O:1]=[C:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1.[BH4-].[Na+].Cl	CO	[OH:1][CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:14]=[CH:15][CH:16]=[CH:17][CH:18]=2)=[CH:3]1,100%
reactions_1006,O[CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1.S(Cl)([Cl:21])=O.CCOC(C)=O	C1(C)C=CC=CC=1	[Cl:21][CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1,100%
reactions_1007,Cl[CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1.O.Cl	C(O)(C)(C)C	[C:13]1([C:4]2[CH:3]=[CH:2][CH2:7][CH2:6][C:5]=2[C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=1,74.0%
reactions_1008,Cl[C:2]1[CH:3]=[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)[CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH2:6][CH:7]=1.Cl[C:20]1[CH2:25][CH2:24][C:23]([C:26]([O:28]CC)=[O:27])=[C:22]([C:31]2[CH:36]=[CH:35][CH:34]=[CH:33][CH:32]=2)[CH:21]=1.C[O-].[Na+]	CO	[C:13]1([C:4]2[CH:3]=[CH:2][CH:7]=[CH:6][C:5]=2[C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH:14]=[CH:15][CH:16]=[CH:17][CH:18]=1.[C:31]1([C:22]2[CH:21]=[CH:20][CH:25]=[CH:24][C:23]=2[C:26]([OH:28])=[O:27])[CH:32]=[CH:33][CH:34]=[CH:35][CH:36]=1,23.7%
reactions_1009,[C:1]1([C:7]2[CH:12]=[CH:11][CH2:10][CH2:9][C:8]=2[C:13]([O:15][CH2:16][CH3:17])=[O:14])[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1	C(O)(=O)C.O.[Pd]	[C:1]1([C:7]2[CH:12]=[CH:11][CH:10]=[CH:9][C:8]=2[C:13]([O:15][CH2:16][CH3:17])=[O:14])[CH:2]=[CH:3][CH:4]=[CH:5][CH:6]=1,80.0%
reactions_1010,[CH:1]1([NH:7][C:8]2[N:16]=[C:15](I)[N:14]=[C:13]3[C:9]=2[N:10]=[CH:11][N:12]3[C@@H:18]2[O:22][C@H:21]([C:23]([NH:25][CH2:26][CH3:27])=[O:24])[C@@H:20]([OH:28])[C@H:19]2[OH:29])[CH2:6][CH2:5][CH2:4][CH2:3][CH2:2]1.[N:30]1([CH2:36][CH2:37][NH2:38])[CH2:35][CH2:34][CH2:33][CH2:32][CH2:31]1.[C]=O.C1C[O:44][CH2:43]C1	C1C=CC([P]([Pd]([P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)([P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)[P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)=CC=1	[CH:1]1([NH:7][C:8]2[N:16]=[C:15]([C:43]([NH:38][CH2:37][CH2:36][N:30]3[CH2:35][CH2:34][CH2:33][CH2:32][CH2:31]3)=[O:44])[N:14]=[C:13]3[C:9]=2[N:10]=[CH:11][N:12]3[C@H:18]2[C@H:19]([OH:29])[C@H:20]([OH:28])[C@@H:21]([C:23]([NH:25][CH2:26][CH3:27])=[O:24])[O:22]2)[CH2:6][CH2:5][CH2:4][CH2:3][CH2:2]1,58%
reactions_1011,N(OCCCC)=O.[C:8]([O:16][C@@H:17]1[C@H:21]([O:22][C:23](=[O:30])[C:24]2[CH:29]=[CH:28][CH:27]=[CH:26][CH:25]=2)[C@@H:20]([C:31]([NH:33][CH2:34][CH3:35])=[O:32])[O:19][C@H:18]1[N:36]1[CH:44]=[N:43][C:42]2[C:37]1=[N:38][C:39](N)=[N:40][C:41]=2[Cl:45])(=[O:15])[C:9]1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1.II.[I:49]CI	C1COCC1.[Cu]I	[C:8]([O:16][C@@H:17]1[C@H:21]([O:22][C:23](=[O:30])[C:24]2[CH:29]=[CH:28][CH:27]=[CH:26][CH:25]=2)[C@@H:20]([C:31]([NH:33][CH2:34][CH3:35])=[O:32])[O:19][C@H:18]1[N:36]1[CH:44]=[N:43][C:42]2[C:37]1=[N:38][C:39]([I:49])=[N:40][C:41]=2[Cl:45])(=[O:15])[C:9]1[CH:14]=[CH:13][CH:12]=[CH:11][CH:10]=1,78%
reactions_1012,[C:1]([O:9][C@@H:10]1[C@H:14]([O:15][C:16](=[O:23])[C:17]2[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=2)[C@@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[O:12][C@H:11]1[N:29]1[CH:37]=[N:36][C:35]2[C:30]1=[N:31][C:32]([I:39])=[N:33][C:34]=2Cl)(=[O:8])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1.[CH2:40]([CH:47]([CH2:50][C:51]1[CH:56]=[CH:55][CH:54]=[CH:53][CH:52]=1)[CH2:48][NH2:49])[C:41]1[CH:46]=[CH:45][CH:44]=[CH:43][CH:42]=1	C(O)(C)C	[C:1]([O:9][C@@H:10]1[C@H:14]([O:15][C:16](=[O:23])[C:17]2[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=2)[C@@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[O:12][C@H:11]1[N:29]1[CH:37]=[N:36][C:35]2[C:30]1=[N:31][C:32]([I:39])=[N:33][C:34]=2[NH:49][CH2:48][CH:47]([CH2:50][C:51]1[CH:56]=[CH:55][CH:54]=[CH:53][CH:52]=1)[CH2:40][C:41]1[CH:46]=[CH:45][CH:44]=[CH:43][CH:42]=1)(=[O:8])[C:2]1[CH:7]=[CH:6][CH:5]=[CH:4][CH:3]=1,83%
reactions_1013,C([O:9][C@@H:10]1[C@H:14]([O:15]C(=O)C2C=CC=CC=2)[C@@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[O:12][C@H:11]1[N:29]1[CH:37]=[N:36][C:35]2[C:30]1=[N:31][C:32]([I:55])=[N:33][C:34]=2[NH:38][CH2:39][CH:40]([CH2:48][C:49]1[CH:54]=[CH:53][CH:52]=[CH:51][CH:50]=1)[CH2:41][C:42]1[CH:47]=[CH:46][CH:45]=[CH:44][CH:43]=1)(=O)C1C=CC=CC=1.C(=O)([O-])[O-].[Na+].[Na+]	CO	[CH2:48]([CH:40]([CH2:41][C:42]1[CH:47]=[CH:46][CH:45]=[CH:44][CH:43]=1)[CH2:39][NH:38][C:34]1[N:33]=[C:32]([I:55])[N:31]=[C:30]2[C:35]=1[N:36]=[CH:37][N:29]2[C@@H:11]1[O:12][C@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[C@@H:14]([OH:15])[C@H:10]1[OH:9])[C:49]1[CH:54]=[CH:53][CH:52]=[CH:51][CH:50]=1,86%
reactions_1014,[Cl-].[Al+3].[Cl-].[Cl-].[Cl:5][CH2:6][CH2:7][CH2:8][C:9](Cl)=[O:10].[C:12]1([CH:18]([CH3:20])[CH3:19])[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1	C(Cl)Cl	[Cl:5][CH2:6][CH2:7][CH2:8][C:9]([C:15]1[CH:16]=[CH:17][C:12]([CH:18]([CH3:20])[CH3:19])=[CH:13][CH:14]=1)=[O:10],86%
reactions_1015,[Cl:1][CH2:2][CH2:3][CH2:4][C:5](Cl)=[O:6].[C:8]1([CH3:14])[CH:13]=[CH:12][CH:11]=[CH:10][CH:9]=1		[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:11]1[CH:12]=[CH:13][C:8]([CH3:14])=[CH:9][CH:10]=1)=[O:6],95%
reactions_1016,[Cl:1][CH2:2][CH2:3][CH2:4][C:5]([C:7]1[CH:12]=[CH:11][C:10]([CH:13]([CH3:15])[CH3:14])=[CH:9][CH:8]=1)=[O:6].[Br:16]([O-])(=O)=O.[Na+].[Br-].[Na+]	C(Cl)Cl.O.S(S([O-])(=O)=O)([O-])(=O)=O.[Na+].[Na+]	[Br:16][C:13]([C:10]1[CH:9]=[CH:8][C:7]([C:5](=[O:6])[CH2:4][CH2:3][CH2:2][Cl:1])=[CH:12][CH:11]=1)([CH3:15])[CH3:14],99%
reactions_1017,[CH3:1][C:2]([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)([CH3:6])[C:3](O)=[O:4].S(Cl)(Cl)=O.C(=O)([O-])[O-].[K+].[K+].Cl.[CH3:24][NH:25][O:26][CH3:27].Cl	C1(C)C=CC=CC=1.O.C(OC)(C)(C)C	[CH3:27][O:26][N:25]([CH3:24])[C:3](=[O:4])[C:2]([CH3:6])([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)[CH3:1],95%
reactions_1018,[Al+3].[Cl-].[Cl-].[Cl-].[Cl:5][CH2:6][CH2:7][CH2:8][C:9](Cl)=[O:10].[CH3:12][O:13][N:14]([CH3:26])[C:15](=[O:25])[C:16]([CH3:24])([C:18]1[CH:23]=[CH:22][CH:21]=[CH:20][CH:19]=1)[CH3:17]	C(Cl)Cl	[CH3:12][O:13][N:14]([CH3:26])[C:15](=[O:25])[C:16]([C:18]1[CH:23]=[CH:22][C:21]([C:9](=[O:10])[CH2:8][CH2:7][CH2:6][Cl:5])=[CH:20][CH:19]=1)([CH3:24])[CH3:17],63%
reactions_1019,[CH3:1][C:2]([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)([CH3:6])[C:3](O)=[O:4].S(Cl)(Cl)=O.C(=O)([O-])[O-].[K+].[K+].Cl.[CH3:24][NH:25][CH3:26].Cl	C1(C)C=CC=CC=1.O.C(OC)(C)(C)C	[CH3:24][N:25]([CH3:26])[C:3](=[O:4])[C:2]([CH3:6])([C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)[CH3:1],88%
